asset,triangles,submeshes,LOD,collision
Assets/_Game/Art/Environment/World170/Meshes/AncientAbyssDeck_Cyan.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-0.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-1.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-2.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-3.asset,3681,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-4.asset,3681,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-5.asset,3932,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-6.asset,3932,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.energy-spine-7.asset,3681,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-0.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-1.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-2.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-3.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-4.asset,4090,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-5.asset,3830,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-6.asset,3767,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-7.asset,3681,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-8.asset,3932,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/AncientAbyss/biome.ancient-abyss.place.patch-sanctum-9.asset,3681,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-0.asset,944,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-1.asset,192,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-3.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-4.asset,140,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-5.asset,700,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-6.asset,36,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.arrival.cliff-7.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.after-moving.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.03-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.03-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.03-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.04-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.04-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ascent.04-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.final-runup-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.final-runup-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.final-runup-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.garden.exit-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.garden.exit-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.garden.exit-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.lift.exit-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.lift.exit-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.lift.exit-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.mastery.lift-cut-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.mastery.lift-cut-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.mastery.lift-cut-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.patch.base-0.asset,608,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.patch.base-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.patch.base-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rejoin-0.asset,608,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rejoin-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rejoin-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.restore.platform-0.asset,608,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.restore.platform-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.restore.platform-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.rhythm.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.ridge.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.03-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.03-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.03-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.04-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.04-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.04-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.05-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.05-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.05-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.06-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.06-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.risky.06-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.01-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.01-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.01-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.02-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.02-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.02-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.03-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.03-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.03-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.04-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.04-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.safe.04-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.start-0.asset,608,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.start-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.footing.m02.start-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.fractured-wall-0.asset,640,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.fractured-wall-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.fractured-wall-2.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.fractured-wall-3.asset,70,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.fractured-wall-4.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.valley-foundation-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.valley-foundation-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.valley-foundation-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-0.asset,2160,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-1.asset,448,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-2.asset,80,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-3.asset,108,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-4.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-5.asset,1750,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-6.asset,48,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-7.asset,36,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.garden.waterfall-shrine-8.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-0.asset,640,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-2.asset,72,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-3.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-4.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-5.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-6.asset,70,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.pass.fractured-abutment-7.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.fractured-wall-0.asset,640,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.fractured-wall-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.fractured-wall-2.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.fractured-wall-3.asset,70,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.fractured-wall-4.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-0.asset,640,1,none,source paired for refit; deck visual only
